,tweets,clusterID
818,islamic state bride  begums lawyer says the teen was groomed and uk failed to protect her as he accuses  ,10
819,why not try politics with your   is streaming 247 on      listen anytime for sharp journa  ,10
820,  i can bring a fresh approach to brexit    tory leadership candidate  says contenders who served in ther,10
821,if you only read three stories       win the championsleague2019 final       ,10
822,if you only read three stories     two million affected by gp closures      uk airspace en  ,10
823,uk airspace prepares for busiest ever day as  and  fans travel to spain to see their clubs face o  ,10
824,  former conservative chief whip  has become the 12th tory leadership candidate    he started his campaign,10
825,north korea executed kim hyok chol its special envoy to the us and foreign ministry officials who carried out w  ,10
826,  people now identify very much more as leavers or remainers then they do as conservatives or labour    ,10
827, elton john hits out at russia for cruel rocketman censorship  ,10
828, elton john sick to death of brexit and ashamed of britain  ,10
829,donald trump is looking forward to negotiating with a fully independent britain after brexit according to his na  ,10
830, philip green has been charged with four counts of misdemeanour assault in the us  ,10
831, philip green charged with misdemeanour assault in us  ,10
832,  unhappy with findings agriculture department plans to move its economists out of town w  ,10
833,protesters set fire to the us embassy after tens of thousands of hondurans marched calling for the resignation of t  ,10
834,protesters set fire to the us embassy after tens of thousands of hondurans marched calling for the resignation of t  ,10
835,  in addition to the pomp and pageantry president trump is also expected to be be greeted by thousands of protesters during his st,10
836,41 of americans say they want president trump to be impeached and removed from office according to a cnn poll th  ,10
837,  we write a bucket list for them     nicola runs a hospice for terminally ill dogs making sure theyre not taking those las,10
838,a north carolina nightclub that served the black community during the era of segregation made the list of the natio  ,10
839,a highranking north korean diplomat was reported to have been banished and sentenced to hard labor according to s  ,10
840,   just 90 minutes until ridge with     justice secretary     london mayor      an,10
841,   on tomorrows ridge      justice secretary     mayor of london      ann widdeco,10
842,british foreign secretary jeremy hunt says trump complained to him about mayor of london sadiq khan as he stepped o  ,10
843,  the trumps are staying at the us ambassadors residence in london    they would normally stay at buckingham palace on a state visi,10
844,  tonight theres a state banquet back at buckingham palace much of britains royal family is expected to take pa in the visit,10
845,  absent is a carriage ride down the mall protesters are expected to line the thoroughfare near the palace as trump remains behind,10
846,  the queen will personally inspect every detail of trumps lavish state banquet    ,10
847,  trumps first call during his state visit to the uk will be at buckingham palace where the queen will welcome him as a guard of,10
848,  watch now us president donald trump and his wife melania have arrived in the uk for his controversial state visit  ,10
